index,split,logMedianBrightness
1497,train,3.439904
1498,train,3.766853
1499,val,3.621616
1500,test,3.555580
1501,train,3.571064
1502,val,3.695162
1503,train,3.798109
1504,test,3.638815
1505,train,3.191901
1506,test,3.731245
1507,test,3.656230
1508,train,3.622962
1509,train,3.520400
1510,train,3.393823
1511,train,3.249832
1512,val,1.301030
1513,train,3.826585
1514,train,3.936678
1515,train,3.823607
1516,train,3.768032
1517,train,3.857916
1518,train,3.880217
1519,train,3.746906
1520,test,3.809742
1521,train,3.424104
1522,test,3.589902
1523,train,3.685062
1524,train,3.839929
1525,train,3.700239
1526,train,3.748961
1527,train,3.758017
1528,train,3.724076
1529,val,3.778660
1530,train,3.610681
1531,train,3.621039
1532,train,3.743845
1533,train,3.611902
1534,train,3.568946
1535,train,3.798677
1536,train,3.668453
1537,train,3.689524
1538,train,3.571812
1539,train,3.562418
1540,train,3.667472
1541,train,3.844716
1542,train,3.563448
1543,train,3.299708
1544,train,3.695088
1545,val,3.488949
1546,val,3.503791
1547,train,3.609290
1548,val,3.486144
1549,train,3.577415
1550,train,3.660773
1551,train,3.823219
1552,train,1.301031
1553,test,3.684228
1554,test,3.654554
1555,train,3.227200
1556,train,3.625266
1557,val,3.446859
1558,train,3.372263
1559,train,3.519376
1560,val,3.519005
1561,test,3.562217
1562,test,3.143883
1563,train,3.455387
1564,train,2.993999
1565,train,3.730457
1566,train,1.299777
1567,val,2.631064
1568,train,3.115076
1569,train,1.486595
1570,train,3.661961
1571,train,3.334824
1572,test,3.558176
1573,train,1.357929
1574,train,1.301030
1575,test,1.301030
1576,train,1.302723
1577,train,1.301030
1578,train,1.438335
1579,train,3.500968
1580,train,3.281665
1581,train,1.565089
1582,train,1.761903
1583,train,1.301029
1584,val,3.724827
1585,train,3.634381
1586,train,3.513896
1587,test,3.286391
1588,test,3.449991
1589,train,3.425409
1590,test,3.540905
1591,train,3.693564
1592,train,3.589324
1593,val,3.602574
1594,train,1.301030
1595,train,3.497331
1596,train,3.636531
1597,train,3.747348
1598,test,3.701462
1599,train,3.431111
1600,train,3.671674
1601,train,3.673905
1602,train,3.720725
1603,train,3.502043
1604,train,3.792784
1605,train,3.722646
1606,train,3.963268
1607,train,3.599873
1608,test,3.453214
1609,val,3.669571
1610,train,3.814436
1611,train,3.350750
1612,train,3.146747
1613,train,3.704527
1614,train,3.283749
1615,train,3.665873
1616,train,3.644326
1617,train,1.301594
1618,test,3.587535
1619,train,3.693903
1620,train,1.500878
1621,train,3.706336
1622,train,1.300696
1623,train,3.667640
1624,train,3.359418
1625,train,3.494599
1626,train,3.493800
1627,test,3.286354
1628,val,3.626082
1629,test,3.374224
1630,train,3.138430
1631,test,3.412413
1632,train,3.665051
1633,train,3.516258
1634,train,3.436158
1635,train,3.658230
1636,train,3.737358
1637,train,3.555997
1638,val,3.693087
1639,train,3.623543
1640,train,3.677098
1641,train,2.901855
1642,train,3.650294
1643,train,3.679433
1644,val,1.465360
1645,train,3.559682
1646,train,3.637394
1647,train,3.579900
1648,train,3.533437
1649,test,3.696100
1650,train,3.387789
1651,train,3.855563
1652,train,3.639507
1653,train,3.551588
1654,train,3.693903
1655,train,3.386439
1656,train,3.562789
1657,train,3.608740
1658,train,3.781765
1659,train,3.606993
1660,train,1.619869
1661,train,3.732585
1662,train,3.512500
1663,train,3.555989
1664,train,3.502285
1665,train,3.566490
1666,test,3.552568
1667,test,3.370520
1668,val,3.046747
1669,train,3.703567
1670,val,3.652877
1671,train,3.698921
1672,train,3.657301
1673,train,3.778530
1674,test,3.760629
1675,test,3.611893
1676,train,3.561895
1677,train,3.304864
1678,train,3.540571
1679,train,3.452898
1680,train,3.715906
1681,val,3.757684
1682,train,3.698600
1683,train,3.829227
1684,train,3.578132
1685,val,3.599264
1686,train,3.334888
1687,train,3.513006
1688,test,3.673394
1689,train,3.689506
1690,test,3.685492
1691,train,3.480980
1692,train,3.714229
1693,train,3.463074
1694,train,3.408240
1695,train,3.625480
1696,test,3.865727
1697,train,3.545658
1698,train,3.603247
1699,train,3.283282
1700,train,3.584264
1701,test,3.648149
1702,test,3.613882
1703,train,3.826363
1704,train,3.795433
1705,train,3.615670
1706,val,3.621480
1707,test,3.138934
1708,train,3.558143
1709,train,3.750209
1710,test,3.758857
1711,train,3.718197
1712,train,3.468591
1713,train,3.715960
1714,train,3.612691
1715,test,3.372131
1716,train,3.785825
1717,train,3.375308
1718,test,3.679069
1719,val,3.631144
1720,train,3.127707
1721,train,3.503791
1722,train,3.488811
1723,train,3.737664
1724,train,3.693847
1725,test,3.242789
1726,train,3.586098
1727,test,3.765679
1728,train,3.674390
1729,train,3.789879
1730,train,3.705878
1731,train,3.693168
1732,test,3.608982
1733,val,3.452401
1734,train,3.269816
1735,val,3.540546
1736,train,3.260000
1737,train,3.481028
1738,train,3.543066
1739,test,3.522843
1740,train,3.663705
1741,train,1.328460
1742,train,3.664719
1743,train,3.727757
1744,train,3.760350
1745,train,3.403143
1746,train,3.576324
1747,train,3.656563
1748,train,3.360530
1749,train,3.768947
1750,train,3.455024
1751,val,3.605516
1752,train,3.700277
1753,train,3.543885
1754,train,3.577413
1755,train,3.588987
1756,train,3.689570
1757,train,3.744701
1758,train,3.701837
1759,train,3.512839
1760,train,3.685196
1761,train,3.609152
1762,train,3.659642
1763,train,1.521353
1764,train,3.611540
1765,train,3.435589
1766,test,3.372494
1767,val,3.606749
1768,val,3.665717
1769,train,3.819923
1770,train,3.603479
1771,train,3.729102
1772,train,2.295949
1773,train,3.672387
1774,test,3.563972
1775,train,3.735962
1776,test,1.518224
1777,test,3.720838
1778,train,3.684994
1779,val,3.680470
1780,train,3.754045
1781,train,3.252162
1782,train,3.599617
1783,train,3.581456
1784,train,3.334892
1785,train,3.580073
1786,train,3.628538
1787,val,3.611592
1788,train,3.522539
1789,train,3.432607
1790,train,3.731195
1791,train,3.227014
1792,train,3.161158
1793,train,3.331508
1794,train,3.764149
1795,test,3.654111
1796,train,3.706805
1797,val,3.825261
1798,test,3.743273
1799,test,3.737311
1800,train,3.466576
1801,train,3.693354
1802,train,3.914802
1803,train,3.605562
1804,train,3.699169
1805,train,3.515621
1806,train,3.447044
1807,val,3.731969
1808,test,3.694111
1809,train,3.722595
1810,train,3.743788
1811,train,3.602727
1812,train,3.551251
1813,train,3.737592
1814,train,3.743353
1815,val,3.616418
1816,val,3.841998
1817,train,3.737428
1818,train,3.738290
1819,train,3.581320
1820,train,3.529909
1821,train,3.445856
1822,train,3.590304
1823,train,3.640484
1824,train,3.529247
1825,train,3.686007
1826,train,1.766506
1827,train,1.542178
1828,train,3.541623
1829,train,3.609653
1830,train,3.450460
1831,train,3.258327
1832,train,3.559793
1833,train,3.197652
1834,val,3.477919
1835,test,3.342556
1836,train,3.613707
1837,test,3.668160
1838,train,3.729102
1839,train,3.759109
1840,train,3.693903
1841,train,3.752975
1842,train,3.550582
1843,train,3.620466
1844,test,3.495921
1845,train,3.823720
1846,train,3.851252
1847,val,3.745903
1848,train,3.547857
1849,train,3.526051
1850,train,3.662788
1851,train,1.301030
1852,test,3.784237
1853,train,3.712840
1854,test,3.760166
1855,train,3.641679
1856,train,3.508009
1857,train,3.506099
1858,train,3.768736
1859,test,3.857263
1860,train,1.772246
1861,train,3.670838
1862,train,3.436507
1863,train,3.751801
1864,train,3.933274
1865,val,3.526396
1866,test,3.775193
1867,val,3.839192
1868,train,3.575381
1869,train,3.259355
1870,train,3.586013
1871,train,3.659929
1872,train,3.695314
1873,train,3.612540
1874,train,3.398026
1875,train,3.779970
1876,train,3.378891
1877,train,3.503791
1878,train,3.617741
1879,test,1.743060
1880,val,3.664884
1881,train,3.743010
1882,train,3.777447
1883,val,3.645084
1884,test,3.771881
1885,train,3.472116
1886,train,3.716030
1887,train,3.712120
1888,train,3.538499
1889,train,3.551528
1890,train,3.719691
1891,train,3.740279
1892,test,3.398929
1893,train,3.704772
1894,train,3.513318
1895,train,1.452685
1896,train,1.555595
1897,train,3.633282
1898,train,3.438087
1899,train,3.533579
1900,train,1.301030
1901,train,3.526493
1902,test,2.954491
1903,train,3.402424
1904,test,1.493758
1905,test,3.687510
1906,train,3.666808
1907,train,3.719334
1908,train,3.767068
1909,val,3.697158
1910,test,3.612190
1911,train,3.579664
1912,val,3.651887
1913,test,1.563320
1914,train,3.579514
1915,train,1.301918
1916,train,3.592334
1917,train,3.752788
1918,val,1.581244
1919,train,3.536470
1920,train,3.495919
1921,train,3.221394
1922,train,1.301068
1923,test,3.539303
1924,test,3.350987
1925,train,3.609012
1926,val,3.344109
1927,train,3.677012
1928,train,3.577068
1929,train,3.836577
1930,train,3.687987
1931,test,3.599328
1932,train,3.630513
1933,train,3.648577
1934,train,3.292542
1935,train,3.468133
1936,test,3.259355
1937,train,1.503548
1938,train,3.458860
1939,train,1.295279
1940,train,3.963268
1941,train,3.772952
1942,train,3.782332
1943,train,3.238726
1944,train,1.742739
1945,val,3.187960
1946,train,1.717811
1947,val,1.417606
1948,val,1.578419
1949,train,1.301031
1950,train,3.730836
1951,test,3.600877
1952,train,3.873968
1953,train,3.803361
1954,train,3.278364
1955,test,3.600080
1956,train,3.572328
1957,train,3.544388
1958,train,3.648427
1959,train,3.556015
1960,val,3.139145
1961,test,3.197558
1962,train,1.545711
1963,val,3.668892
1964,test,1.302259
1965,train,3.468400
1966,test,1.301030
1967,test,3.712972
1968,test,3.143350
1969,train,3.693643
1970,train,1.505566
1971,train,3.485595
1972,test,3.761635
1973,train,1.512764
1974,train,3.707655
1975,val,3.681518
1976,train,1.302091
1977,val,3.423888
1978,train,3.652340
1979,train,1.499517
1980,train,3.443818
1981,val,3.582723
1982,train,1.600344
1983,train,1.301844
1984,test,1.856922
1985,test,1.429451
1986,val,1.426832
1987,train,1.762507
1988,train,1.301088
1989,train,1.551363
1990,test,1.301119
1991,val,3.442610
1992,train,3.471914
1993,train,3.555677
1994,val,3.002793
1995,test,3.655745
1996,val,1.482660
1997,train,1.302206
1998,train,1.303763
1999,train,1.301032
2000,train,3.703341
2001,train,1.301030
2002,train,1.301031
2003,val,1.300672
2004,train,1.301291
2005,test,1.301162
2006,train,1.452736
2007,train,1.618735
2008,val,1.519044
2009,train,3.319699
2010,train,1.301030
2011,train,3.495453
2012,train,3.259639
2013,val,3.343768
2014,train,1.617538
2015,train,1.427165
2016,val,1.684737
2017,val,3.441939
2018,train,3.735253
2019,val,3.770560
2020,test,1.301030
2021,train,1.299755
2022,train,3.358613
2023,train,1.301030
2024,train,1.301030
2025,train,1.632133
2026,test,1.301030
2027,val,3.340821
2028,train,3.389933
2029,val,1.303995
2030,train,1.461883
2031,train,1.301030
2032,train,1.712209
2033,train,1.506496
2034,train,1.523427
2035,train,1.504336
2036,test,1.302524
2037,val,1.301030
2038,train,1.301030
2039,val,1.635775
2040,val,1.563547
2041,train,1.303921
2042,test,3.428764
2043,test,3.484992
2044,train,1.824125
2045,train,1.300958
2046,val,1.304945
2047,train,3.140328
2048,test,3.261070
2049,train,3.503791
2050,val,1.300029
2051,train,1.301030
2052,val,1.511969
2053,train,1.304881
2054,train,3.270447
2055,train,1.300068
2056,test,1.301030
2057,train,1.682896
2058,train,1.301030
2059,val,1.815042
2060,val,1.471389
2061,train,1.667164
2062,train,1.303531
2063,test,3.640306
2064,train,3.477847
2065,train,3.129416
2066,train,3.372900
2067,test,3.501571
2068,test,3.429231
2069,train,3.677727
2070,test,3.634613
2071,train,1.301031
2072,train,1.301030
2073,train,3.179648
2074,train,3.572859
2075,train,1.363183
2076,test,1.444849
2077,train,1.452593
2078,train,1.301031
2079,train,1.562838
2080,train,1.301031
2081,train,1.592709
2082,train,1.681763
2083,val,1.915585
2084,val,1.490196
2085,train,1.301030
2086,val,1.575107
2087,train,3.447042
2088,train,3.702224
2089,train,1.304296
2090,val,1.612133
2091,val,1.303146
2092,test,3.546181
2093,train,3.732892
2094,test,1.457590
2095,train,1.730089
2096,train,3.598445
2097,train,1.301664
2098,train,1.301110
2099,train,1.301030
2100,val,3.299796
2101,test,3.616126
2102,train,3.222589
2103,train,1.301032
2104,train,3.468017
2105,train,1.610531
2106,train,3.474245
2107,test,3.597586
2108,train,3.286340
2109,train,3.602151
2110,train,3.490348
2111,val,3.065128
2112,val,3.566650
2113,train,3.813104
2114,test,3.689621
2115,train,3.730916
2116,train,3.571268
2117,test,3.688633
2118,val,3.358636
2119,train,1.304358
2120,val,3.304149
2121,train,3.502076
2122,train,1.449747
2123,test,1.302565
2124,train,3.494936
2125,train,3.258738
2126,val,1.505599
2127,val,1.468574
2128,test,3.400006
2129,train,3.514366
2130,train,1.303745
2131,train,3.595738
2132,train,3.685282
2133,train,3.273177
2134,val,2.938591
2135,train,3.637827
2136,train,3.256228
2137,test,1.301030
2138,train,3.512700
2139,train,2.874551
2140,train,1.301172
2141,train,3.375172
2142,val,3.652443
2143,val,3.528940
2144,test,3.564745
2145,train,3.610729
2146,train,3.462169
2147,train,3.333077
2148,train,3.531210
2149,test,3.746617
2150,val,3.305634
2151,train,3.558231
2152,val,3.503512
2153,train,3.728132
2154,train,1.634688
2155,train,3.436167
2156,train,1.301030
2157,train,1.301030
2158,test,3.461886
2159,train,3.453639
2160,train,1.301030
2161,train,1.672312
2162,train,3.775974
2163,train,1.301074
2164,test,1.303094
2165,val,1.726604
2166,train,1.300131
2167,train,3.139950
2168,train,1.435262
2169,val,3.318620
2170,train,1.857333
2171,test,1.301718
2172,test,1.384476
2173,val,1.303733
2174,val,1.303451
2175,val,1.554250
2176,test,3.640438
2177,val,1.448624
2178,test,1.909942
2179,train,1.301030
2180,test,3.158020
2181,test,3.642010
2182,train,3.619405
2183,val,3.646545
2184,train,1.651046
2185,test,3.366188
2186,train,3.141355
2187,train,3.510524
2188,train,1.301789
2189,test,1.301070
2190,train,1.708643
2191,train,1.519703
2192,train,1.301030
2193,train,1.301030
2194,train,1.302611
2195,train,1.808840
2196,train,1.301030
2197,train,1.644574
2198,train,1.665538
2199,train,1.301031
2200,val,1.301030
2201,train,3.512266
2202,train,1.378702
2203,train,3.465539
2204,test,1.301030
2205,test,1.532418
2206,test,1.567751
2207,val,3.450257
2208,train,3.444959
2209,val,1.301751
2210,train,3.137354
2211,val,3.335009
2212,train,1.301027
2213,train,3.631584
2214,train,3.667371
2215,train,3.643611
2216,val,3.521663
2217,train,3.286611
2218,train,3.625024
2219,train,3.503025
2220,train,3.211892
2221,val,3.617754
2222,train,3.648687
2223,train,3.656816
2224,train,1.489785
2225,train,3.610631
2226,train,1.301030
2227,train,1.301030
2228,test,1.301610
2229,test,3.505541
2230,train,3.135520
2231,train,3.587061
2232,train,3.515222
2233,train,3.613643
2234,train,1.302309
2235,train,1.963714
2236,train,1.301951
2237,test,1.304744
2238,train,3.168598
2239,train,1.303976
2240,val,1.630450
2241,test,3.261290
2242,train,1.301030
2243,train,1.301030
